"","Area","Classification","Fiscal.Year","Customer","Amount"
"15437","Services","Effective Competition","2013","Other DoD",1057482914
"15438","Products","Effective Competition","2013","Other DoD",143259528.5
"15439","Products","Effective Competition","2013","Other DoD",132802
"15440","Products","No competition","2013","Other DoD",47727.65
"15441","Products","Unlabeled","2013","Other DoD",36639682.79
"15442","R&D","Effective Competition","2013","Other DoD",40962760.34
"15443","Services","Effective Competition","2014","Air Force",973629767.4
"15444","Services","No competition","2014","Air Force",946575369.4
"15445","Services","Effective Competition","2014","Air Force",756251507.6
"15446","Services","Effective Competition","2014","Air Force",119382654.2
"15447","Services","Effective Competition","2014","Air Force",118923.98
"15448","Services","Effective Competition","2014","Air Force",162753086.3
"15449","Services","Effective Competition","2014","Air Force",124079359.1
"15450","Services","Effective Competition","2014","Air Force",305289224.1
"15451","Services","No competition","2014","Air Force",54062892.08
"15452","Services","Unlabeled","2014","Air Force",55445230.06
"15453","Products","Competition with single offer","2014","Air Force",749637587.1
"15454","Products","Effective Competition","2014","Air Force",491412161.5
"15455","Products","Effective Competition","2014","Air Force",63710799.41
"15456","Products","No competition","2014","Air Force",4109103813
"15457","R&D","Unlabeled","2014","Air Force",15027587.6
"15458","Services","Effective Competition","2014","Army",1200971947
"15459","Services","Effective Competition","2014","Army",21115872.46
"15460","Services","No competition","2014","Army",4318624.14
"15461","Services","Unlabeled","2014","Army",-447072.95
"15462","Services","Unlabeled","2014","Army",3758316.83
"15463","Services","Effective Competition","2014","Army",2750721071
"15464","Services","Effective Competition","2014","Army",2289875
"15465","Services","No competition","2014","Army",2370666292
"15466","Services","Effective Competition","2014","Army",276100746.1
"15467","Services","Effective Competition","2014","Army",188749981.1
"15468","Services","No competition","2014","Army",68661735.58
"15469","Services","Effective Competition","2014","Army",49099662.05
"15470","Services","Effective Competition","2014","Army",430673.04
"15471","Services","No competition","2014","Army",-1080
"15472","Services","Effective Competition","2014","Army",48637703.29
"15473","Services","Effective Competition","2014","Army",1061018.09
"15474","Services","Effective Competition","2014","Army",18922535.02
"15475","Products","Effective Competition","2014","Army",1131786928
"15476","Products","Effective Competition","2014","Army",111234652.4
"15477","Products","Unlabeled","2014","Army",0
"15478","Products","Unlabeled","2014","Army",-427330.74
"15479","R&D","Competition with single offer","2014","Army",883677.2
"15480","R&D","Effective Competition","2014","Army",22132303.13
"15481","R&D","Effective Competition","2014","Army",599296.83
"15482","Services","Effective Competition","2014","DLA",5341.8
"15483","Services","Unlabeled","2014","DLA",-4253.91
"15484","Products","Effective Competition","2015","MilitaryHealth",7670.75
"15485","Products","Effective Competition","2015","MilitaryHealth",0
"15486","R&D","Effective Competition","2015","MilitaryHealth",0
"15487","Services","Effective Competition","2015","Navy",438637836.1
"15488","Services","Effective Competition","2015","Navy",53260
"15489","Services","Unlabeled","2015","Navy",-13576.73
"15490","Services","No competition","2015","Navy",210323777.1
"15491","Services","Competition with single offer","2015","Navy",34660.56
"15492","Services","Unlabeled","2015","Navy",47693.47
"15493","Services","Effective Competition","2015","Navy",13826
"15494","Services","Effective Competition","2015","Navy",8155397.81
"15495","Services","No competition","2015","Navy",129894600.6
"15496","Services","Effective Competition","2015","Navy",48409190.92
"15497","Products","Effective Competition","2015","Navy",1145378425
"15498","Products","Effective Competition","2015","Navy",-5736.39
"15499","Products","No competition","2015","Navy",2283394598
"15500","Products","Unlabeled","2015","Navy",-1562.64
"15501","R&D","Effective Competition","2015","Navy",31954193.44
"15502","R&D","Effective Competition","2015","Navy",1124470.04
"15503","Services","Competition with single offer","2015","Other DoD",258750538
"15504","Services","Effective Competition","2015","Other DoD",178880256.9
"15505","Services","Effective Competition","2015","Other DoD",401313351.3
"15506","Services","Effective Competition","2015","Other DoD",2016540.27
"15507","Services","Effective Competition","2015","Other DoD",33344762.53
"15508","Services","Effective Competition","2015","Other DoD",45762991.12
"15509","Services","No competition","2015","Other DoD",-76774.68
"15510","Services","No competition","2015","Other DoD",3379727.06
"15511","Services","Effective Competition","2015","Other DoD",20030.9
"15512","Services","Effective Competition","2015","Other DoD",672083.83
"15513","Services","Effective Competition","2015","Other DoD",92488430.73
"15514","Services","Effective Competition","2015","Other DoD",410120228.6
"15515","Services","No competition","2015","Other DoD",-16810.4
"15516","Services","Unlabeled","2015","Other DoD",0
"15517","Products","Competition with single offer","2015","Other DoD",109328135.9
"15518","Products","Competition with single offer","2015","Other DoD",239275.19
"15519","Products","Effective Competition","2015","Other DoD",99924239.51
"15520","Products","Effective Competition","2015","Other DoD",445882027.9
"15521","R&D","Effective Competition","2015","Other DoD",19575540.74
"15522","R&D","Effective Competition","2015","Other DoD",171764575.1
"15523","R&D","Effective Competition","2015","Other DoD",24695482.98
"15524","R&D","Effective Competition","2015","Other DoD",6259387.87
"15525","Services","Effective Competition","2014","Army",1284342.25
"15526","Services","Effective Competition","2014","Army",53800775.15
"15527","Services","Unlabeled","2014","Army",179801668.3
"15528","Services","Competition with single offer","2014","Army",18685867.17
"15529","Services","Effective Competition","2014","Army",234621415.3
"15530","Services","Effective Competition","2014","Army",28937353.08
"15531","Services","Effective Competition","2014","Army",8139822.49
"15532","Services","Unlabeled","2014","Army",41806392.44
"15533","Services","Competition with single offer","2014","Army",259742.39
"15534","Services","Effective Competition","2014","Army",108343233.9
"15535","Services","Effective Competition","2014","Army",31734288.46
"15536","Services","Effective Competition","2014","Army",1207315.22
"15537","Services","Unlabeled","2014","Army",0
"15538","Services","Unlabeled","2014","Army",-900
"15539","Services","Competition with single offer","2014","Army",26787992.37
"15540","Services","Effective Competition","2014","Army",1048442751
"15541","Services","Effective Competition","2014","Army",1430417539
"15542","Services","Effective Competition","2014","Army",46686726.33
"15543","Services","No competition","2014","Army",1930219008
"15544","Services","No competition","2014","Army",-646449.72
"15545","Products","No competition","2014","Army",28774314.64
"15546","R&D","Effective Competition","2014","Army",113475908.5
"15547","R&D","Effective Competition","2014","Army",52235892.41
"15548","R&D","Effective Competition","2014","Army",199299497.4
"15549","Services","Competition with single offer","2014","DLA",-5863.35
"15550","Services","Effective Competition","2014","DLA",731049.44
"15551","Services","Effective Competition","2014","DLA",6374834.87
"15552","Services","Effective Competition","2014","DLA",1904562.88
"15553","Services","Unlabeled","2014","DLA",0
"15554","Services","Unlabeled","2014","DLA",57717842.27
"15555","Services","Effective Competition","2014","DLA",151338418.4
"15556","Services","Effective Competition","2014","DLA",2656712.47
"15557","Services","No competition","2014","DLA",32243071.93
"15558","Services","No competition","2014","DLA",-42931.36
"15559","Products","Effective Competition","2014","DLA",1053002547
"15560","Products","Effective Competition","2014","DLA",700458.27
"15561","Products","No competition","2014","DLA",3713613716
"15562","Products","No competition","2014","DLA",-924.9
"15563","R&D","Effective Competition","2014","DLA",-2078.05
"15564","Services","No competition","2014","MDA",50278960.61
"15565","Services","Effective Competition","2014","MDA",185441116.7
"15566","Products","Effective Competition","2014","MDA",5402075.49
"15567","Products","Effective Competition","2014","MDA",36975
"15568","R&D","Competition with single offer","2014","MDA",392959645.6
"15569","R&D","Effective Competition","2014","MDA",31926701.49
"15570","R&D","Effective Competition","2014","MDA",21584366.33
"15571","Services","No competition","2014","MilitaryHealth",0
"15572","Services","No competition","2014","MilitaryHealth",5682940
"15573","Services","Competition with single offer","2014","MilitaryHealth",2709693.25
"15574","Services","Effective Competition","2014","MilitaryHealth",9792070423
"15575","Services","Unlabeled","2014","MilitaryHealth",0
"15576","Products","Effective Competition","2014","MilitaryHealth",5540590.06
"15577","Services","Effective Competition","2014","Navy",595873702.4
"15578","Services","Effective Competition","2014","Army",22673290.23
"15579","Services","Effective Competition","2014","Army",41008068.54
"15580","Services","No competition","2014","Army",9321227.64
"15581","Services","Competition with single offer","2014","Army",1549139155
"15582","Services","Effective Competition","2014","Army",958940072.9
"15583","Services","Effective Competition","2014","Army",1026760966
"15584","Services","No competition","2014","Army",217699463.1
"15585","Products","Competition with single offer","2014","Army",2222217150
"15586","Products","Effective Competition","2014","Army",824886723.7
"15587","Products","No competition","2014","Army",13288370747
